Date,Store,Dept,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,weekofyear,month,year,lag_1,lag_2,lag_4,lag_8,lag_13,lag_26,lag_52,roll_mean_4,roll_std_4,roll_min_4,roll_max_4,roll_mean_8,roll_std_8,roll_min_8,roll_max_8,roll_mean_12,roll_std_12,roll_min_12,roll_max_12,roll_mean_24,roll_std_24,roll_min_24,roll_max_24,diff_1,pct_change_1,holiday_window_3,yoy_change,fourier_sin_1,fourier_cos_1,fourier_sin_2,fourier_cos_2,fourier_sin_3,fourier_cos_3
2011-11-11,1,1,18689.54,False,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315,45,11,2011,39886.06,31579.9,23077.55,18535.48,14539.79,17235.15,19549.39,29473.827499999992,7984.186737484577,23077.55,39886.06,24178.168749999997,7752.653441679422,17859.3,39886.06,21306.325833333332,7539.7762343881805,14537.37,39886.06,18461.985416666666,5979.645880460152,14537.37,39886.06,-21196.519999999997,-0.5314267691519292,0,-0.04398346956094275,-0.7485107481711011,0.6631226582407952,-0.992708874098054,-0.12053668025532294,-0.5680647467311574,-0.8229838658936552
2011-11-18,1,1,19050.66,False,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315,46,11,2011,18689.54,39886.06,23351.8,17859.3,14689.24,15136.78,19552.84,28376.824999999997,9341.958157736504,18689.54,39886.06,24197.42625,7736.809882660077,17859.3,39886.06,21639.684166666666,7305.407039509676,14537.37,39886.06,18584.81625,5951.547033180094,14537.37,39886.06,361.119999999999,0.019322037888573007,1,-0.0256832255570035,-0.6631226582407955,0.7485107481711007,-0.9927088740980541,0.12053668025532208,-0.8229838658936556,-0.568064746731157
2011-11-25,1,1,20911.25,True,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,A,151315,47,11,2011,19050.66,18689.54,31579.9,18337.68,14537.37,15741.6,18820.29,27301.539999999997,10310.481280302405,18689.54,39886.06,24346.34625,7607.773573908152,18337.68,39886.06,22015.791666666668,7017.001363810923,15277.27,39886.06,18693.837499999998,5934.3779862221945,14537.37,39886.06,1860.5900000000001,0.09766538272164849,1,0.1111013698513678,-0.5680647467311559,0.8229838658936564,-0.9350162426854149,0.35460488704253534,-0.9709418174260526,-0.23931566428755563
2011-12-02,1,1,25293.49,False,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315,48,12,2011,20911.25,19050.66,39886.06,20797.58,15277.27,16434.15,22517.56,24634.377499999995,10214.27908180951,18689.54,39886.06,24668.0425,7368.0336549928315,18689.54,39886.06,22485.289999999997,6706.771228041927,17746.68,39886.06,18903.326250000002,5919.581171981386,14537.37,39886.06,4382.240000000002,0.20956375156913154,1,0.12327845468159072,-0.4647231720437684,0.88545602565321,-0.8229838658936562,0.5680647467311561,-0.9927088740980542,0.12053668025532184
2011-12-09,1,1,33305.92,False,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,A,151315,49,12,2011,25293.49,20911.25,18689.54,23077.55,17746.68,15883.52,31497.65,20986.234999999997,3032.014011010903,18689.54,25293.49,25230.03125,7200.19338389192,18689.54,39886.06,23114.19083333333,6574.564975363858,17859.3,39886.06,19333.134583333333,5996.180730230061,14537.37,39886.06,8012.429999999997,0.3167783488953084,0,0.0574096797697605,-0.35460488704253595,0.9350162426854147,-0.6631226582407957,0.7485107481711006,-0.8854560256532104,0.46472317204376756
2011-12-16,1,1,45773.03,False,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,A,151315,50,12,2011,33305.92,25293.49,19050.66,23351.8,18535.48,14978.09,44912.86,24640.329999999994,6342.17408541159,19050.66,33305.92,26508.5775,7657.012218704684,18689.54,39886.06,24345.060833333333,7007.789236379583,17859.3,39886.06,20067.430833333332,6580.33795944099,14537.37,39886.06,12467.11,0.37432114170693986,0,0.019151975625689353,-0.2393156642875578,0.970941817426052,-0.4647231720437686,0.8854560256532099,-0.663122658240796,0.7485107481711004
2011-12-23,1,1,46788.75,False,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315,51,12,2011,45773.03,33305.92,20911.25,31579.9,17859.3,15682.81,55931.23,31320.922499999993,10916.269972932963,20911.25,45773.03,29311.23125,10062.119873372949,18689.54,45773.03,26671.205,9006.874236370297,18337.68,45773.03,21334.494583333333,8330.24752047723,14537.37,45773.03,1015.7200000000012,0.02219035969434402,1,-0.163459305293304,-0.12053668025532363,0.992708874098054,-0.2393156642875589,0.9709418174260518,-0.35460488704253645,0.9350162426854145
2011-12-30,1,1,23350.88,True,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315,52,12,2011,46788.75,45773.03,25293.49,39886.06,18337.68,15363.5,19124.58,37790.29749999999,10343.693808562348,25293.49,46788.75,31212.3375,11832.925965843606,18689.54,46788.75,29042.127500000002,10269.877907112741,18689.54,46788.75,22611.15625,9731.060093589067,14537.37,46788.75,-23437.87,-0.5009296038043333,1,0.22098785960266834,6.432490598706546e-16,1.0,1.2864981197413093e-15,1.0,-7.347880794884119e-16,1.0
2012-01-06,1,1,16567.69,False,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,A,151315,1,1,2012,23350.88,46788.75,33305.92,18689.54,20797.58,16148.87,15984.24,37304.645,11140.902887709148,23350.88,46788.75,29145.440000000002,11541.969924739886,18689.54,46788.75,29254.9025,10108.721575118938,18689.54,46788.75,22931.82416666667,9618.009211012475,14537.37,46788.75,-6783.190000000002,-0.29048969460679863,1,0.03650157905536947,0.12053668025532305,0.992708874098054,0.23931566428755774,0.970941817426052,0.3546048870425356,0.9350162426854148
2012-01-13,1,1,16894.4,False,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315,2,1,2012,16567.69,23350.88,45773.03,19050.66,23077.55,15654.85,17359.7,33120.087499999994,15452.600284129887,16567.69,46788.75,28880.20875,11837.17303081325,16567.69,46788.75,28712.41416666667,10631.526550463412,16567.69,46788.75,22965.202916666665,9593.420195660581,14537.37,46788.75,326.71000000000276,0.01971970745469065,0,-0.026803458585113755,0.23931566428755774,0.970941817426052,0.4647231720437685,0.8854560256532099,0.6631226582407952,0.7485107481711011
2012-01-20,1,1,18365.1,False,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315,3,1,2012,16894.4,16567.69,46788.75,20911.25,23351.8,15766.6,17341.47,25900.429999999993,14271.541961696574,16567.69,46788.75,28610.67625,12114.271737703119,16567.69,46788.75,28174.297499999997,11081.423295364948,16567.69,46788.75,23005.7025,9564.403445015694,14537.37,46788.75,1470.699999999997,0.08705251444265527,0,0.05902786787971247,0.3546048870425356,0.9350162426854148,0.6631226582407952,0.7485107481711011,0.8854560256532099,0.4647231720437686
2012-01-27,1,1,18378.16,False,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,A,151315,4,1,2012,18365.1,16894.4,23350.88,25293.49,31579.9,15922.41,18461.18,18794.517499999994,3136.5610599972515,16567.69,23350.88,28292.4075,12376.067724685126,16567.69,46788.75,27073.064166666667,11365.206128252272,16567.69,46788.75,23133.600416666664,9476.941939110608,14537.37,46788.75,13.06000000000131,0.0007111314395240598,0,-0.0044970039834940365,0.4647231720437685,0.8854560256532099,0.8229838658936564,0.5680647467311559,0.992708874098054,0.120536680255323
2012-02-03,1,1,23510.49,False,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,A,151315,5,2,2012,18378.16,18365.1,16567.69,33305.92,39886.06,15295.55,21665.76,17551.337499999994,956.551817044467,16567.69,18378.16,27427.991250000003,12847.959482097243,16567.69,46788.75,25280.739166666666,10844.883012442877,16567.69,46788.75,23293.5325,9357.239962504378,14537.37,46788.75,5132.330000000002,0.2792624506479431,1,0.08514494760396142,0.5680647467311558,0.8229838658936564,0.9350162426854148,0.35460488704253557,0.9709418174260521,-0.2393156642875575
2012-02-10,1,1,36988.49,True,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,A,151315,6,2,2012,23510.49,18378.16,16894.4,45773.03,18689.54,14539.79,37887.17,19287.0375,2900.47652924327,16894.4,23510.49,26203.5625,12673.331975442143,16567.69,46788.75,25682.484999999997,10666.342314928177,16567.69,46788.75,23661.084583333333,9176.064245305948,14537.37,46788.75,13477.999999999996,0.5732760142387503,1,-0.023719903070089435,0.6631226582407952,0.7485107481711011,0.992708874098054,0.120536680255323,0.8229838658936565,-0.5680647467311557
2012-02-17,1,1,54060.1,False,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315,7,2,2012,36988.49,23510.49,18365.1,46788.75,19050.66,14689.24,46845.87,24310.559999999998,8792.267160435134,18365.1,36988.49,25105.495,11006.478537587367,16567.69,46788.75,27177.30416666667,10906.671337507538,16567.69,46788.75,24596.547916666663,9348.282645285573,15277.27,46788.75,17071.61,0.46153844074197137,1,0.1539992746425671,0.7485107481711011,0.6631226582407953,0.992708874098054,-0.12053668025532288,0.5680647467311558,-0.8229838658936564
2012-02-24,1,1,20124.22,False,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,A,151315,8,2,2012,54060.1,36988.49,18378.16,23350.88,20911.25,14537.37,19363.83,33234.31,15948.513669632857,18378.16,54060.1,26014.41375,13145.311633249905,16567.69,54060.1,29939.708333333332,13143.823409237331,16567.69,54060.1,26212.499166666665,10891.87916759362,16567.69,54060.1,-33935.88,-0.6277435668820441,0,0.0392685744504057,0.8229838658936564,0.5680647467311559,0.9350162426854148,-0.35460488704253545,0.23931566428755768,-0.970941817426052
2012-03-02,1,1,20113.03,False,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,A,151315,9,3,2012,20124.22,54060.1,23510.49,16567.69,25293.49,15277.27,20327.61,33670.825,15421.547159911228,20124.22,54060.1,25611.08125,13287.44347697956,16567.69,54060.1,29508.935833333333,13392.300091012587,16567.69,54060.1,26311.563333333335,10822.121570238169,16567.69,54060.1,-11.190000000002328,-0.0005560463958356188,0,-0.010556086032740776,0.8854560256532099,0.4647231720437686,0.8229838658936565,-0.5680647467311557,-0.12053668025532283,-0.992708874098054
2012-03-09,1,1,21140.07,False,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,A,151315,10,3,2012,20113.03,20124.22,36988.49,16894.4,33305.92,17746.68,21280.4,32821.45999999999,16239.540887937672,20113.03,54060.1,26054.24875,12998.722694722666,16894.4,54060.1,28409.528333333332,13592.28495895363,16567.69,54060.1,26377.294583333336,10777.536825564934,16567.69,54060.1,1027.0400000000009,0.051063415109508625,0,-0.006594330933629149,0.9350162426854148,0.35460488704253557,0.6631226582407952,-0.7485107481711012,-0.46472317204376806,-0.8854560256532101
2012-03-16,1,1,22366.88,False,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315,11,3,2012,21140.07,20113.03,54060.1,18365.1,45773.03,18535.48,20334.23,28859.354999999996,16807.396129284854,20113.03,54060.1,26584.9575,12653.40525203478,18365.1,54060.1,26356.781666666666,12551.859414086708,16567.69,54060.1,26513.993333333332,10685.210650939614,16567.69,54060.1,1226.8100000000013,0.05803244738546276,0,0.09996198528294416,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,-0.7485107481711009,-0.6631226582407955
2012-03-23,1,1,22107.7,False,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315,12,3,2012,22366.88,21140.07,20124.22,18378.16,46788.75,17859.3,20881.1,20936.049999999996,1068.5392706242283,20113.03,22366.88,27085.18,12357.675413541863,18378.16,54060.1,24321.625833333335,10794.748708199377,16567.69,54060.1,26681.876666666667,10582.31857312599,16567.69,54060.1,-259.1800000000003,-0.01158766891046048,0,0.05874211607626046,0.992708874098054,0.120536680255323,0.23931566428755768,-0.970941817426052,-0.9350162426854147,-0.3546048870425359
2012-03-30,1,1,28952.86,False,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,A,151315,13,3,2012,22107.7,22366.88,20113.03,23510.49,23350.88,18337.68,20398.09,21431.92,1025.585371807808,20113.03,22366.88,27551.372499999998,12048.7664909777,20113.03,54060.1,24218.0275,10810.865431472284,16567.69,54060.1,26736.464999999997,10553.98617144292,16567.69,54060.1,6845.16,0.3096278672136856,0,0.41939073707391233,1.0,-1.6081226496766366e-16,-3.216245299353273e-16,-1.0,-1.0,-1.8369701987210297e-16
2012-04-13,1,1,34684.21,False,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,A,151315,15,4,2012,57592.12,28952.86,22366.88,54060.1,16894.4,23077.55,28762.37,32754.889999999996,16858.398825214677,22107.7,57592.12,30807.1225,15722.7447288613,20113.03,57592.12,28641.601666666666,13734.139049147061,18365.1,57592.12,28407.949583333335,12206.519878471738,16567.69,57592.12,-22907.910000000003,-0.3977611867734684,0,0.20588845773140393,0.9709418174260521,-0.2393156642875575,-0.46472317204376806,-0.8854560256532101,-0.7485107481711016,0.6631226582407945
2012-04-20,1,1,16976.19,False,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,A,151315,16,4,2012,34684.21,57592.12,22107.7,20124.22,18365.1,23351.8,50510.31,35834.222499999996,15389.38164417351,22107.7,57592.12,28385.13625,12860.990954755876,20113.03,57592.12,30001.5275,13428.619976931988,18378.16,57592.12,28537.295833333334,12257.931909434728,16567.69,57592.12,-17708.02,-0.5105499015257953,0,-0.6639064381113479,0.9350162426854148,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,-0.4647231720437684,0.88545602565321
2012-06-01,1,1,16065.49,False,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,A,151315,22,6,2012,16963.55,18517.79,17147.44,57592.12,20113.03,25293.49,16434.15,17698.244999999995,759.8093971732036,16963.55,18517.79,24549.137499999997,14680.618814436699,16347.6,57592.12,24246.7175,11867.770967418162,16347.6,57592.12,26328.12291666667,12658.576992197632,16347.6,57592.12,-898.0599999999995,-0.0529405696331251,0,-0.022432556597086047,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,0.9927088740980541,-0.1205366802553222
2012-06-08,1,1,17666.0,False,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,A,151315,23,6,2012,16065.49,16963.55,18164.2,34684.21,21140.07,33305.92,15883.52,17427.757499999996,1125.726395336676,16065.49,18517.79,19358.30875,6247.513093085071,16065.49,34684.21,23823.83583333333,12077.097570328177,16065.49,57592.12,25090.30875,12115.306439419763,16065.49,57592.12,1600.5100000000002,0.09962410110118025,0,0.11222197598517203,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711007,0.8854560256532102,-0.4647231720437679
2012-06-15,1,1,17558.82,False,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,A,151315,24,6,2012,17666.0,16065.49,18517.79,16976.19,22366.88,45773.03,14978.09,17303.207499999997,1041.4958592449482,16065.49,18517.79,17231.0325,844.9991350754565,16065.49,18517.79,23432.09583333333,12204.223717722016,16065.49,57592.12,23876.860833333336,11276.975427458527,16065.49,57592.12,-107.18000000000029,-0.006067021397033856,0,0.1723003400300038,0.23931566428755768,-0.970941817426052,-0.4647231720437684,0.88545602565321,0.6631226582407956,-0.7485107481711006
2012-06-22,1,1,16633.41,False,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,A,151315,25,6,2012,17558.82,17666.0,16963.55,16347.6,22107.7,46788.75,15682.81,17063.464999999997,733.5671089723395,16065.49,17666.0,17303.86125,845.0048603989887,16065.49,18517.79,23053.022500000003,12319.204621834186,16065.49,57592.12,23635.524999999998,11350.45904590263,16065.49,57592.12,-925.4099999999999,-0.05270342767908098,0,0.060614137389919304,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,0.35460488704253607,-0.9350162426854146
2012-07-06,1,1,17823.37,False,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,A,151315,27,7,2012,15722.82,16633.41,17666.0,18164.2,57592.12,16567.69,16148.87,16895.262499999997,908.7597770722294,15722.82,17666.0,17161.51,988.9687701842238,15722.82,18517.79,18537.29333333333,5151.125768225738,15722.82,34684.21,23589.4475,11381.42971550328,15722.82,57592.12,2100.5499999999993,0.1335988073386325,0,0.10369146571865388,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,-0.3546048870425354,-0.9350162426854149
2012-07-13,1,1,16566.18,False,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,A,151315,28,7,2012,17823.37,15722.82,17558.82,18517.79,34684.21,16894.4,15654.85,16934.604999999996,955.4560701044127,15722.82,17823.37,17118.90625,946.0115814894626,15722.82,18517.79,17132.22333333333,851.2649255224243,15722.82,18517.79,23566.875416666666,11392.772860642057,15722.82,57592.12,-1257.1899999999987,-0.07053604340817698,0,0.05821390814987048,-0.23931566428755743,-0.9709418174260521,0.46472317204376795,0.8854560256532102,-0.6631226582407951,-0.7485107481711012
2012-07-20,1,1,16348.06,False,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,A,151315,29,7,2012,16566.18,17823.37,16633.41,16963.55,16976.19,18365.1,15766.6,16686.444999999996,863.7993551163174,15722.82,17823.37,16874.955,768.7743723056676,15722.82,17823.37,17098.055833333332,866.19446405195,15722.82,18517.79,23491.37625,11434.5803807116,15722.82,57592.12,-218.1200000000008,-0.013166583968060253,0,0.036879225704971215,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,-0.885456025653209,-0.4647231720437701
2012-07-27,1,1,15731.18,False,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,A,151315,30,7,2012,16348.06,16566.18,15722.82,16065.49,16347.6,18378.16,15922.41,16615.107499999995,881.2459965059127,15722.82,17823.37,16798.01875,789.1690044493728,15722.82,17823.37,17098.094166666666,866.1582429271274,15722.82,18517.79,23192.941666666666,11527.152331338551,15722.82,57592.12,-616.8799999999992,-0.037734140931706794,0,-0.012010116558988216,-0.46472317204376806,-0.8854560256532101,0.8229838658936558,0.5680647467311567,-0.9927088740980538,-0.1205366802553247
2012-08-03,1,1,16628.31,False,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,A,151315,31,8,2012,15731.18,16348.06,17823.37,17666.0,17147.44,23510.49,15295.55,16617.1975,878.4298282111281,15731.18,17823.37,16756.23,840.6706655146397,15722.82,17823.37,16980.0725,951.1429049416892,15722.82,18517.79,22307.220416666663,11233.999679109396,15722.82,57592.12,897.130000000001,0.057028779786385986,0,0.08713383958079324,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.354604887042536,-0.9709418174260523,0.23931566428755627
2012-08-10,1,1,16119.92,False,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,A,151315,32,8,2012,16628.31,15731.18,16566.18,17558.82,18164.2,36988.49,14539.79,16318.432499999997,409.53069737326376,15731.18,16628.31,16626.51875,756.0396986445002,15722.82,17823.37,16852.08166666667,877.8279061499558,15722.82,18517.79,20747.5625,9012.761716042342,15722.82,57592.12,-508.39000000000124,-0.030573762456918452,0,0.10867626011104693,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,-0.8229838658936562,0.5680647467311561
2012-08-17,1,1,17330.7,False,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,A,151315,33,8,2012,16119.92,16628.31,16348.06,16633.41,18517.79,54060.1,14689.24,16206.867499999997,379.20424060264855,15731.18,16628.31,16446.65625,668.6686882995016,15722.82,17823.37,16652.259166666667,723.5473369760728,15722.82,17823.37,20580.716666666667,9061.73396095224,15722.82,57592.12,1210.7800000000007,0.0751107945945142,0,0.17982278184575928,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,-0.5680647467311554,0.8229838658936567
2012-08-24,1,1,16286.4,False,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,A,151315,34,8,2012,17330.7,16119.92,15731.18,15722.82,16963.55,20124.22,14537.37,16452.527499999997,691.1479320360431,15731.18,17330.7,16533.8175,738.3093064319073,15722.82,17823.37,16682.855,745.3415909077073,15722.82,17823.37,20464.78625,9085.74333672159,15722.82,57592.12,-1044.300000000001,-0.06025723138707617,0,0.12031268379356092,-0.8229838658936564,-0.5680647467311559,0.9350162426854148,-0.35460488704253545,-0.23931566428755718,0.9709418174260521
2012-08-31,1,1,16680.24,False,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,A,151315,35,8,2012,16286.4,17330.7,16628.31,17823.37,16065.49,20113.03,15277.27,16591.332499999997,536.421852113023,16119.92,17330.7,16604.265,673.9542265081889,15731.18,17823.37,16701.264166666664,731.3030222142597,15722.82,17823.37,20262.55,9123.996433318012,15722.82,57592.12,393.84000000000196,0.0241821396993811,1,0.09183381585846169,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,0.12053668025532378,0.9927088740980539
2012-09-07,1,1,18322.37,True,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315,36,9,2012,16680.24,16286.4,16119.92,16566.18,17666.0,21140.07,17746.68,16604.314999999995,538.2404162633701,16119.92,17330.7,16461.373750000002,468.3881206535019,15731.18,17330.7,16619.1175,665.4865002817779,15722.82,17823.37,20025.606666666667,9140.79598807677,15722.82,57592.12,1642.1299999999974,0.09844762425480669,1,0.032439306957695674,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,0.46472317204376773,0.8854560256532104
2012-09-14,1,1,19616.22,False,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,A,151315,37,9,2012,18322.37,16680.24,17330.7,16348.06,17558.82,22366.88,18535.48,17154.927499999998,889.4729157340106,16286.4,18322.37,16680.8975,810.8645561504773,15731.18,18322.37,16682.74666666667,788.6143972282141,15722.82,18322.37,19867.884583333333,9135.964174528077,15722.82,57592.12,1293.8500000000022,0.07061586465069758,1,0.05830655585935739,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,0.7485107481711005,0.6631226582407957
2012-09-21,1,1,19251.5,False,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315,38,9,2012,19616.22,18322.37,16286.4,15731.18,16633.41,22107.7,17859.3,17726.307499999995,1537.817781216084,16286.4,19616.22,17089.4175,1296.849917153532,15731.18,19616.22,16931.314166666667,1156.1079459154287,15722.82,19616.22,19478.857916666664,8928.724303845795,15722.82,57592.12,-364.72000000000116,-0.018592776793898147,0,0.07795378318299154,-0.992708874098054,-0.12053668025532357,0.23931566428755877,-0.9709418174260518,0.9350162426854146,0.35460488704253623
2012-09-28,1,1,18947.81,False,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,A,151315,39,9,2012,19251.5,19616.22,16680.24,16628.31,15722.82,28952.86,18337.68,18467.582499999997,1310.1621573521677,16680.24,19616.22,17529.4575,1365.56884907499,16119.92,19616.22,17225.370833333334,1264.4658836656029,15731.18,19616.22,17881.33208333333,3728.792327150576,15722.82,34684.21,-303.6899999999987,-0.015774874685089424,0,0.03327192970975614,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16
2012-10-26,1,1,27390.81,False,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,A,151315,43,10,2012,24185.27,22764.01,18947.81,16680.24,15731.18,16347.6,31579.9,21950.39,2211.6555956717057,18947.81,24185.27,20208.98625,2509.5170913198795,16680.24,24185.27,19003.101666666666,2694.215360754337,16119.92,24185.27,17991.587083333332,2229.7791238663185,15722.82,24185.27,3205.540000000001,0.13254100533093083,0,-0.1326505150427962,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568,0.12053668025532488,-0.9927088740980538
